# Armoury mesh catalogue. GENERATED by tools/generate_armory_catalogue.py, do not hand-edit.
# source=LOTRLOME_Armory/Assets  tpacs=4364  metameshes=4456  physicsshapes=383
# Regenerate after any art drop. `--diff` classifies rename vs move vs delete.
mesh	kind	prefix	culture	sub	category	tier	variant	folder	tpac	referenced	source
bo_sm_dwarf_iron_hammer_blade_c	physicsshape	bo	dwarf	iron	weapon	-	c	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_hammer_blade_d	physicsshape	bo	dwarf	iron	weapon	-	d	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_hammer_blade_e	physicsshape	bo	dwarf	iron	weapon	-	e	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_mattock_blade_a	physicsshape	bo	dwarf	iron	weapon	-	a	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_mattock_blade_b	physicsshape	bo	dwarf	iron	weapon	-	b	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_mattock_blade_c	physicsshape	bo	dwarf	iron	weapon	-	c	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_mattock_blade_d	physicsshape	bo	dwarf	iron	weapon	-	d	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_sword_blade_a	physicsshape	bo	dwarf	iron	weapon	-	a	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_dwarf_iron_sword_blade_b	physicsshape	bo	dwarf	iron	weapon	-	b	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Weapons_geo.tpac	Y	parsed
bo_sm_gd_shield_a	physicsshape	bo	gondor	-	shield	-	a	gondor_weapons	gondor_weapons/shields/SM_GD_Shield_A_geo.tpac	Y	parsed
bo_sm_iron_shield	physicsshape	bo	dwarf	-	shield	-	-	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Shields_geo.tpac	Y	parsed
bo_sm_iron_shield_tower	physicsshape	bo	dwarf	-	shield	-	-	erebor_weapons	erebor_weapons/iron_hills_weapons/SM_Dwarf_Iron_Shields_geo.tpac	Y	parsed
bo_sm_md_mor_bow_a	physicsshape	bo	mordor	mor	weapon	-	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Bow_A_geo.tpac	N	parsed
bo_sm_md_mor_halberd_blade_a	physicsshape	bo	mordor	mor	weapon	-	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_halberd_blade_b	physicsshape	bo	mordor	mor	weapon	-	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_halberd_blade_c	physicsshape	bo	mordor	mor	weapon	-	c	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_heavy_a	physicsshape	bo	mordor	mor	shield	heavy	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_heavy_b	physicsshape	bo	mordor	mor	shield	heavy	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_heavy_c	physicsshape	bo	mordor	mor	shield	heavy	c	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_heavy_d	physicsshape	bo	mordor	mor	shield	heavy	d	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_light_a	physicsshape	bo	mordor	mor	shield	light	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_light_b	physicsshape	bo	mordor	mor	shield	light	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_light_c	physicsshape	bo	mordor	mor	shield	light	c	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_light_d	physicsshape	bo	mordor	mor	shield	light	d	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_med_a	physicsshape	bo	mordor	mor	shield	med	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_med_b	physicsshape	bo	mordor	mor	shield	med	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_med_c	physicsshape	bo	mordor	mor	shield	med	c	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_shield_med_d	physicsshape	bo	mordor	mor	shield	med	d	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_mor_spear_blade_a	physicsshape	bo	mordor	mor	weapon	-	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_spear_blade_b	physicsshape	bo	mordor	mor	weapon	-	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_sword_1h_blade_a	physicsshape	bo	mordor	mor	weapon	-	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_sword_1h_blade_b	physicsshape	bo	mordor	mor	weapon	-	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_sword_2h_blade_a	physicsshape	bo	mordor	mor	weapon	-	a	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_mor_sword_2h_blade_b	physicsshape	bo	mordor	mor	weapon	-	b	mordor_props	mordor_props/morannon_weapons/SK_MD_Mor_Weapon_A_geo.tpac	N	parsed
bo_sm_md_num_cav_shield_heavy_a	physicsshape	bo	mordor	num	shield	heavy	a	mordor_props	mordor_props/black_num_weapons/SK_MD_Num_Shields_A_geo.tpac	Y	parsed
bo_sm_md_num_cav_shield_med_a	physicsshape	bo	mordor	num	shield	med	a	mordor_props	mordor_props/black_num_weapons/SK_MD_Num_Shields_A_geo.tpac	Y	parsed
bo_sm_md_num_inf_shield_heavy_a	physicsshape	bo	mordor	num	shield	heavy	a	mordor_props	mordor_props/black_num_weapons/SK_MD_Num_Shields_A_geo.tpac	Y	parsed
bo_sm_md_num_inf_shield_med_a	physicsshape	bo	mordor	num	shield	med	a	mordor_props	mordor_props/black_num_weapons/SK_MD_Num_Shields_A_geo.tpac	Y	parsed
bo_sm_md_num_lance_blade_a	physicsshape	bo	mordor	num	weapon	-	a	mordor_props	mordor_props/black_num_weapons/SK_MD_Num_Spears_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_1h_blade_a	physicsshape	bo	mordor	num	weapon	-	a	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_1h_blade_b	physicsshape	bo	mordor	num	weapon	-	b	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_1h_blade_c	physicsshape	bo	mordor	num	weapon	-	c	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_2h_blade_a	physicsshape	bo	mordor	num	weapon	-	a	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_2h_blade_b	physicsshape	bo	mordor	num	weapon	-	b	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_num_sword_2h_blade_c	physicsshape	bo	mordor	num	weapon	-	c	mordor_props	mordor_props/black_num_weapons/SM_MD_Num_Swords_A_geo.tpac	Y	parsed
bo_sm_md_orc_shield_a	physicsshape	bo	mordor	orc	shield	-	a	mordor_props	mordor_props/orc_weapons/SK_MD_Orc_Weapon_Shield_A_geo.tpac	N	parsed
bo_sm_md_orc_shield_b	physicsshape	bo	mordor	orc	shield	-	b	mordor_props	mordor_props/orc_weapons/SK_MD_Orc_Weapon_Shield_B_geo.tpac	N	parsed
bo_sm_rh_loke_axe_blade_1h_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_axe_blade_1h_b	physicsshape	bo	rhun	loke	weapon	-	b	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_axe_blade_2h_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_axe_blade_2h_b	physicsshape	bo	rhun	loke	weapon	-	b	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_axe_blade_2h_c	physicsshape	bo	rhun	loke	weapon	-	c	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_axe_blade_2h_d	physicsshape	bo	rhun	loke	weapon	-	d	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_1h_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_1h_b	physicsshape	bo	rhun	loke	weapon	-	b	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_1h_c	physicsshape	bo	rhun	loke	weapon	-	c	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_2h_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_2h_b	physicsshape	bo	rhun	loke	weapon	-	b	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_mace_blade_2h_c	physicsshape	bo	rhun	loke	weapon	-	c	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_shield_a	physicsshape	bo	rhun	loke	shield	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Shields_A_geo.tpac	Y	parsed
bo_sm_rh_loke_shield_c	physicsshape	bo	rhun	loke	shield	-	c	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Shields_A_geo.tpac	Y	parsed
bo_sm_rh_loke_shield_cav_a	physicsshape	bo	rhun	loke	shield	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Shields_A_geo.tpac	Y	parsed
bo_sm_rh_loke_shield_tower_a	physicsshape	bo	rhun	loke	shield	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Shields_A_geo.tpac	Y	parsed
bo_sm_rh_loke_spear_blade_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_sword_blade_a	physicsshape	bo	rhun	loke	weapon	-	a	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_rh_loke_sword_blade_b	physicsshape	bo	rhun	loke	weapon	-	b	rhun_weapons	rhun_weapons/loke/SK_RH_Loke_Weapons_A_geo.tpac	Y	parsed
bo_sm_ro_rohan_spear_blade_a	physicsshape	bo	rohan	-	weapon	-	a	rohan_weapons	rohan_weapons/spears/SM_Ro_Rohan_Spear_A_geo.tpac	Y	parsed
bo_sm_ro_rohan_spear_blade_b	physicsshape	bo	rohan	-	weapon	-	b	rohan_weapons	rohan_weapons/spears/SM_Ro_Rohan_Spear_A_geo.tpac	Y	parsed
bo_uruk_halberd_blade_a1	physicsshape	bo	uruk	halberd	weapon	-	a1	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_uruk_halberd_blade_a2	physicsshape	bo	uruk	halberd	weapon	-	a2	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_uruk_halberd_blade_a3	physicsshape	bo	uruk	halberd	weapon	-	a3	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_uruk_sword_blade_a1	physicsshape	bo	uruk	-	weapon	-	a1	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_uruk_sword_blade_a2	physicsshape	bo	uruk	-	weapon	-	a2	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_uruk_sword_blade_a3	physicsshape	bo	uruk	-	weapon	-	a3	mordor_props	mordor_props/black_uruk_weapons/SM_Uruk_Weapons_A_geo.tpac	Y	parsed
bo_wm_anduril_sword_blade	physicsshape	bo	gondor	-	weapon	-	-	weapons	weapons/swords/Theoden_Aragorn/wm_theoden_anduril_strider_geo.tpac	Y	parsed
bo_wm_aranruth_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
bo_wm_boromir_shield	physicsshape	bo	gondor	-	shield	-	-	gondor_weapons	gondor_weapons/shields/wm_boromir_shield_horn_geo.tpac	Y	parsed
bo_wm_boromir_sword_blade	physicsshape	bo	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
bo_wm_cave_troll_1h_mace_a01_head	physicsshape	bo	creature	1h	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_cave_troll_1h_mace_a02_head	physicsshape	bo	creature	1h	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_cave_troll_1h_mace_a03_head	physicsshape	bo	creature	1h	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_cave_troll_2h_mace_head	physicsshape	bo	creature	2h	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_cave_troll_shield_a01	physicsshape	bo	creature	-	body	-	a01	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_cave_troll_spear_a01_blade	physicsshape	bo	creature	-	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
bo_wm_celegorm_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
bo_wm_dale_shield_a01	physicsshape	bo	dale	-	shield	-	a01	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
bo_wm_dale_shield_a04	physicsshape	bo	dale	-	shield	-	a04	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
bo_wm_dale_shield_b01	physicsshape	bo	dale	-	shield	-	b01	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
bo_wm_dale_shield_b02	physicsshape	bo	dale	-	shield	-	b02	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
bo_wm_dale_ws_1h_axe_a01_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_1h_axe_a02_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_1h_axe_a03_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_2h_axe_a01_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_longbow_a01	physicsshape	bo	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a01	physicsshape	bo	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a02	physicsshape	bo	dale	ws	weapon	-	a02	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a03	physicsshape	bo	dale	ws	weapon	-	a03	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a04	physicsshape	bo	dale	ws	weapon	-	a04	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a05	physicsshape	bo	dale	ws	weapon	-	a05	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_polearm_head_a06	physicsshape	bo	dale	ws	weapon	-	a06	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_recurve_bow_a01	physicsshape	bo	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_spear_a01_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_spear_a02_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_sword_a01_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_sword_a02_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dale_ws_sword_a03_blade	physicsshape	bo	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_mace_a01_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_mace_a02_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_mace_a03_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_sword_a01_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_sword_a02_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_1h_sword_a03_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_axe_a01_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_axe_a02_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_axe_a03_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_axe_a04_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_mace_a01_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_mace_a02_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	N	parsed
bo_wm_dol_goldur_2h_mace_a03_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_2h_mace_a04_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_halberd_a01_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_halberd_a02_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_halberd_a03_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_dol_goldur_halberd_a04_blade	physicsshape	bo	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
bo_wm_elven_bow_v1	physicsshape	bo	elf	-	weapon	-	v1	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
bo_wm_elven_bow_v2	physicsshape	bo	elf	-	weapon	-	v2	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
bo_wm_elven_bow_v3	physicsshape	bo	elf	-	weapon	-	v3	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
bo_wm_elven_bow_v4	physicsshape	bo	elf	-	weapon	-	v4	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
bo_wm_elven_shield_a	physicsshape	bo	elf	-	shield	-	a	shield	shield/High Elven/wm_elven_shield_a_geo.tpac	Y	parsed
bo_wm_elven_spear_blade	physicsshape	bo	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
bo_wm_elven_sword_a_blade	physicsshape	bo	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
bo_wm_eomer_blade	physicsshape	bo	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
bo_wm_eowyn_blade	physicsshape	bo	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
bo_wm_faramir_sword_blade	physicsshape	bo	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
bo_wm_finarin_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
bo_wm_fingon_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
bo_wm_finwe_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
bo_wm_galadriel_sword_blade	physicsshape	bo	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
bo_wm_gf_knight_broadsword_blade	physicsshape	bo	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
bo_wm_gf_knight_longsword_blade	physicsshape	bo	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
bo_wm_gf_knight_shield	physicsshape	bo	rivendell	knight	shield	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
bo_wm_gf_knight_shield_cloth	physicsshape	bo	rivendell	knight	shield	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
bo_wm_gf_knight_spear_blade	physicsshape	bo	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
bo_wm_glamdring_blade	physicsshape	bo	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
bo_wm_gondor_shield_b	physicsshape	bo	gondor	-	shield	-	b	shield	shield/Gondor/wm_gondor_shield_b_geo.tpac	Y	parsed
bo_wm_gondor_shield_c	physicsshape	bo	gondor	-	shield	-	c	shield	shield/Gondor/wm_gondor_shield_c_geo.tpac	Y	parsed
bo_wm_gondor_spear_a_blade	physicsshape	bo	gondor	-	weapon	-	-	weapons	weapons/spears/Gondor/wm_gondor_spears_geo.tpac	N	parsed
bo_wm_gondor_spear_b_blade	physicsshape	bo	gondor	-	weapon	-	-	weapons	weapons/spears/Gondor/wm_gondor_spears_geo.tpac	N	parsed
bo_wm_gondor_spear_blade	physicsshape	bo	gondor	-	weapon	-	-	weapons	weapons/spears/wm_gondor_spear_a_geo.tpac	Y	parsed
bo_wm_gondor_sword_a01	physicsshape	bo	gondor	-	weapon	-	a01	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
bo_wm_gondor_sword_a02	physicsshape	bo	gondor	-	weapon	-	a02	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
